Text,Summary
"Clark Boyd is technology correspondent for The World, a BBC World Service and WGBH-Boston co-production.
","Millan says they want to include more music and more news from the world of Spanish language hip-hop and rap.The name says it all: it is web-based radio, devoted to the hottest Spanish language rap and hip-hop tracks.""You can't really just go on the radio and listen to hip-hop in Spanish... it's just not accessible,"" says Manuel Millan, a native of San Diego, California.His name is Tote King and Manuel Millan says that he is the hip-hop leader in Spain.Millan says that Spain is actually just behind the United States and France in terms of overall rap and hip-hop production.The web might be just the right medium for Spanish language hip-hop right now.""It's really hard for the Spanish hip-hop scene to get into mainstream radio.That is not surprising as many consider Spain to be the leader in Spanish-language rap and hip-hop.""He's considered the Eminem of Argentina, and the Latin American hip-hop scene,"" Millan says.But what you will not find is much Spanish-language hip-hop.Los Caballeros de Plan G are one of Mexico's hottest hip-hop acts.Hip-hop and rap are actually quite popular in the Spanish-speaking world, but local artists are having trouble marketing their work abroad.But most Mexican hip-hop fans, not to mention fans in most of the Spanish-speaking world, rarely get a chance to hear the group's tracks on the radio.""It's basically him bragging that he's one of the best emcees in Spain right now,"" Millan says.The site has listeners from across the Spanish speaking world.But now, a US company is bringing rap and hip-hop en espanol to computer users everywhere.Mustafa Yoda is currently one of the hottest tracks on latinohiphopradio.com.Millan and two friends set out to change that - they wanted to make groups like Los Caballeros de Plan G accessible to fans globally."
"""There are scans of a corridor [on the Death Star] and fairly plainly in one of those shots, there is a file cabinet stuck behind one of the doorways. ""You never used to be able to see it because things are just blurred enough during the pan that you just didn't see it."" What high-definition revolution ultimately means is that the line between home entertainment and cinema worlds will blur. With home theatre systems turning living rooms into cinemas, this line blurs even further. It could also mean that how we get films, and in what format, will widen. ""In the future we are going to look towards file delivery over IP [internet protocol - broadband], giving a DVD-like experience from the set-top box to the hard drive,"" says Mr Dean. But that is some time off for most, and for now, people still like to show off something physical in their bookshelves.
","But currently, putting a master feature film onto DVD requires severe compression because current DVD technology cannot hold as much as high-definition films demand.What high-definition revolution ultimately means is that the line between home entertainment and cinema worlds will blur.Currently, an entire DVD project can take up to three months, says Mr Dean.But when high-definition films do come out on the new format DVDs, it will profoundly change home entertainment.Those costs could filter down to the price ticket on a high-definition DVD.First it was the humble home video, then it was the DVD, and now Hollywood is preparing for the next revolution in home entertainment - high-definition.And if studios do focus on delivering more ""added value content"", thinks Mr Dean, ultimately it could mean that they will want more money for it.High-definition throws up other challenge to film makers and DVD production alike.It will take time though to persuade people who spent money on DVD players to buy the different players and displays required to watch high-definition DVDs in 18 months' time.High-definition DVDs can hold up to six times more data than the DVDs we are used to.Mr Dean is confident though: ""I think if they see real HD [high-definition], not some heavily compressed version of it, there is such a remarkable difference.High-definition will mean some changes for those working behind the scenes too.On the whole, producing films for high-definition DVDs will be easier in some ways because less compression is needed.Equally, it may mean Hollywood studios ask for more to be put onto the average DVD.""In the HD version of Episode I, all these make-up lines showed up,"" explains Mr Dean.""When we master movies right now, our data rates are running at about 1.2 gigabits per second,"" says Mr Dean.""The film that we see in theatres is coming from the same digital file that we take the home video master,"" he says.If studios want to cash in on the extra space, it could mean extra human hours, for which someone has to pay."
"It is no longer just multi-nationals that are in danger of so-called denial of service attacks, in which websites are bombarded by requests for information and rendered inaccessible. Email Systems refers to a small UK-based engineering firm, which received a staggering 12 million e-mails in January. The type of spam currently being sent has subtlety altered in the last few months, according to Email Systems analysis. Half of spam received since Christmas has been health-related with gambling and porn also on the increase. Scam mails, offering ways to make a quick buck, have declined by 40%. ""January is clearly a month when consumers are less motivated to purchase financial products or put money into dubious financial opportunities,"" said Neil Hammerton, managing director of Email Systems. ""Spammers seem to have adapted their output to reflect this, focussing instead on medically motivated and pornographic offers, presumably intentionally intended to coincide with what is traditionally considered to be the bleakest month in the calendar,"" he said.
","The figures, from e-mail management firm Email Systems, will alarm firms attempting to cope with the amount of spam in their in-boxes.Virus mail accounts for just over 15% of all e-mail traffic analysis by the firm has found.Email Systems refers to a small UK-based engineering firm, which received a staggering 12 million e-mails in January.While virus traffic has slowed down, denial of service attacks are on the increase according to the firm.The type of spam currently being sent has subtlety altered in the last few months, according to Email Systems analysis."
"Ms Sanders said sending out spam e-mail to solicit donations was not DEC's style and that it would never canvass support in this way. She said that DEC hoped to get the fake site shut down as soon as possible. All attempts by the BBC News website to contact the people behind the site have failed. None of the e-mail addresses supplied on the site work and the real owner of the domain is obscured in publicly available net records. This is not the first attempt to cash in on the outpouring of goodwill that has accompanied appeals for tsunami aid. One e-mail sent out in early January came from someone who claimed that he had lost his parents in the disaster and was asking for help moving an inheritance from a bank account in the Netherlands. The con was very similar to the familiar Nigerian forward fee fraud e-mails that milk money out of people by promising them a cut of a much larger cash pile. Other scam e-mails included a link to a website that supposedly let people donate money but instead loaded spyware on their computers that grabbed confidential information. In a monthly report anti-virus firm Sophos said that two e-mail messages about the tsunami made it to the top 10 hoax list during January. Another tsunami-related e-mail is also circulating that carries the Zar worm which tries to spread via the familiar route of Microsoft's Outlook e-mail program. Anyone opening the attachment of the mail will have their contact list plundered by the worm keen to find new addresses to send itself to.
","She said the spam e-mails directing people to the site started circulating two days ago shortly after the domain name of the site was registered.She said that DEC hoped to get the fake site shut down as soon as possible.The site is just the latest in a long list of scams that try to cash in on the goodwill generated by the tsunami disaster.Patricia Sanders, spokeswoman for the Disaster Emergency Committee said it was aware of the site and had contacted the Computer Crime Unit at Scotland Yard to help get it shut down.Ms Sanders said DEC had contacted US net registrars who handle domain ownership and the net hosting firm that is keeping the site on the web.DEC was going to push for all cash donated via the site to be handed over to the official organisation.None of the e-mail addresses supplied on the site work and the real owner of the domain is obscured in publicly available net records.All attempts by the BBC News website to contact the people behind the site have failed.BT and DEC's hosting company were also making efforts to get the site shut down, she said.The web address of the fake site is decuk.org which could be close enough to the official www.dec.org.uk address to confuse some people keen to donate."
"More than 30,000 PCs a day globally are being recruited into networks that spread spam and viruses, a study from security from Symantec showed last year. Viruses written to make headlines by infecting millions are also getting rarer, according to net security experts. Programs are being unleashed to directly profit criminal gangs, many based in Eastern Europe, over those which are designed to show off technical skills or cause nuisance. The research shows that more people are taking these criminal net threats more seriously because, said Mr Goosens, they are reported in the press much more. ""You are seeing older users being educated by the media and are seeing them picking up on this threat. They are asking the right questions,"" he explained. ""It is more likely the younger users who naively assume that because they are using a reputable service provider, that they are safe to connect to the net."" An unprotected computer on a broadband connection can be breached and infected with viruses or spyware within minutes. By the end of the year it is thought that more than 30% of UK homes will have broadband net access. In July last year, the number of UK households accessing the net via broadband surpassed those using dial-up for the first time, according to the Office of National Statistics.
","It is thought that 40% of those buying home net security programs are retired.The study predicts that 40% of all home PC net security buyers will be women in 2005.Older people and women are increasingly taking charge of protecting home computers against malicious net attacks, according to a two-year study.The study, for net security firm Preventon, shows that security messages are reaching a diversity of surfers.But net service providers still need to take more responsibility in making sure people are educated about net threats before they go online, particuarly if they are new to broadband, he said.By the end of the year it is thought that more than 30% of UK homes will have broadband net access.The research shows that more people are taking these criminal net threats more seriously because, said Mr Goosens, they are reported in the press much more.Viruses written to make headlines by infecting millions are also getting rarer, according to net security experts.But more retired women (53%) were buying security software than retired men.In July last year, the number of UK households accessing the net via broadband surpassed those using dial-up for the first time, according to the Office of National Statistics.The number of women buying programs to protect PCs from virus, spam and spyware attacks rose by 11.2% each year between 2002 and 2004.More than 30,000 PCs a day globally are being recruited into networks that spread spam and viruses, a study from security from Symantec showed last year."
"It launched its DS handheld in Japan and the US last year and has sold 2.8 million units. Sony has said it wanted to launch the PSP in Europe at roughly the same time as the US, but gamers will now fear that the launch has been put back. Nintendo has said it will release the DS in Europe from 11 March. ""It has gaming at its core, but it's not a gaming device. It's an entertainment device,"" said Kaz Hirai, president of Sony Computer Entertainment America.
","Sony has billed the machine as the Walkman of the 21st Century and has sold more than 800,000 units in Japan.Sony has said it wanted to launch the PSP in Europe at roughly the same time as the US, but gamers will now fear that the launch has been put back.Nintendo has said it will release the DS in Europe from 11 March.It launched its DS handheld in Japan and the US last year and has sold 2.8 million units."
"""The universe of readers is vastly larger than the universe of writers,"" he said. Mr Lanzone said the acquisition would sit well with Ask's My Jeeves service which lets people customise their own web experience and build up a personal collection of useful links. ""Search engines are about discovering information for the first time and RSS is the ideal way to keep track of and monitor those sites,"" he said. It would also help drive information and entries from blogs to the portals that Ask Jeeves operates. There would be no instant sweeping changes to Bloglines, said Mr Lanzone. ""Our intent is to take our time to figure out the right business model not to try to monetise it right away,"" he said. Though Mr Lanzone added that Ask Jeeves would be helping organise the database of 300m blog entries Bloglines holds with its own net indexing technology. ""Being able to search the blogosphere as one corpus of information will be very useful in its own right,"" said Mr Lanzone. Rumours about the acquisition were broken by the Napsterization weblog which said it got the hint from Ask Jeeves insiders.
","Jim Lanzone, vice president of search properties at Ask Jeeves in the US, said it did not acquire Bloglines just to get a foothold in the blog publishing world.Ask Jeeves said it was not planning to change Bloglines but would use the 300 million articles it has archived to round out its index of the web.Though Mr Lanzone added that Ask Jeeves would be helping organise the database of 300m blog entries Bloglines holds with its own net indexing technology.There would be no instant sweeping changes to Bloglines, said Mr Lanzone.It would also help drive information and entries from blogs to the portals that Ask Jeeves operates.How much Ask Jeeves paid for Bloglines was not revealed.He said Ask Jeeves was much more interested in helping people find information they were looking for rather than helping them write it.Mr Lanzone said the acquisition would sit well with Ask's My Jeeves service which lets people customise their own web experience and build up a personal collection of useful links."
"Sony hopes to put Cells in televisions, kitchen appliances and anywhere that could use any sort of computer chip. Each Cell will be linked to the others, creating a vast home network of computing power. Resources of the Cells across the house can be pooled to provide more power, and the links can also be used to enable devices to talk to each other, so that you can programme your microwave from your TV, for example. This digital home of the future depends on the widespread adoption of the Cell processor and there are, as with all things, a number of reasons it could fail. Because the processor is so different, it requires programmers to learn a different way of writing software, and it may be that the changeover is simply too difficult for them to master. You can also guarantee that Microsoft and Intel are not going to sit around and let Cell take over home computing without a fight. Microsoft is going to be pushing its Xbox 2 as hard as possible to make sure that its technology, not Sony's, will be under your tree next Christmas. Intel will be furiously working on new designs that address the problems of its current chips to create a rival technology to Cell, so that it doesn't lose its desktop PC dominance. If Cell succeeds in becoming the living room technology of choice, however, it could provide the jump-start to the fully digital home of the future. The revolution might not be televised, but it could well be played with a videogame controller.
","The Cell technology, on the other hand, uses multiple Cell processors linked together to run lots of calculations simultaneously.If Cell succeeds in becoming the living room technology of choice, however, it could provide the jump-start to the fully digital home of the future.By creating a radically new architecture, and using that architecture in a games console that is sure to be a huge seller, they hope that the Cell processor can become the dominant technology in the living room, shutting out their rivals.The speed of computer memory has been slowly increasing over the last few years, but the memory technology that accompanies the Cell is a huge leap in performance.The links between the multiple processors can also be extended to reach Cell processors in entirely different systems.The world is casting its gaze on the Cell processor for the first time, but what is so important about it, and why is it so different?Intel will be furiously working on new designs that address the problems of its current chips to create a rival technology to Cell, so that it doesn't lose its desktop PC dominance.The technology inside the Cell is being heralded as revolutionary, from a technical standpoint.This digital home of the future depends on the widespread adoption of the Cell processor and there are, as with all things, a number of reasons it could fail.Sony will be using the chip inside its PlayStation 3 console, and its dominance of the games market means that it now has a lot of power to dictate the future of computer and gaming platforms.Traditional computers - whether they are household PCs or PlayStation 2s - use a single processor to carry out the calculations that run the computer.Each Cell will be linked to the others, creating a vast home network of computing power.You can also guarantee that Microsoft and Intel are not going to sit around and let Cell take over home computing without a fight."
"While the PlayStation 3 is likely to be the first mass-market product to use Cell, the chip's designers have said the flexible architecture means that it would be useful for a wide range of applications, from servers to mobile phones. Initial devices are unlikely to be any smaller than a games console, however, because the first version of the Cell will run hot enough to need a cooling fan. And while marketing speak describes the chip as a ""supercomputer"" - it remains significantly slower than the slowest computer on the list of the world's top 500 supercomputers. IBM said Cell was ""OS neutral"" and would support multiple operating systems simultaneously but designers would not confirm if Microsoft's Windows was among those tested with the chip. If Cell is to challenge Intel's range of chips in the marketplace, it will need to find itself inside PCs, which predominantly run using Windows.
","The Cell processor, which will drive Sony's PlayStation 3, will run 10-times faster than current PC chips, its designers have said.IBM has said it will sell a workstation with the chip starting later this year.The chip will run at speeds of greater than 4 GHz, the firms said.While the PlayStation 3 is likely to be the first mass-market product to use Cell, the chip's designers have said the flexible architecture means that it would be useful for a wide range of applications, from servers to mobile phones.If Cell is to challenge Intel's range of chips in the marketplace, it will need to find itself inside PCs, which predominantly run using Windows.Sony, IBM and Toshiba, who have been working on the Cell processor for three years, unveiled the chip on Monday.It is being designed for use in graphics workstations, the new PlayStation console, and has been described as a supercomputer on a chip.By comparison, rival chip maker Intel's fastest processor runs at 3.8 GHz.IBM said Cell was ""OS neutral"" and would support multiple operating systems simultaneously but designers would not confirm if Microsoft's Windows was among those tested with the chip."
"More than half (55%) of the respondents said they were either concerned or very concerned that RFID tags would allow businesses to track consumers via product purchases. Fifty nine percent of people said they were worried that RFID tags would allow data to be used more freely by third parties. Ard Jan Vetham, Capgemini's principal consultant on RFID, said the survey showed that retailers needed to inform and educate people about RFID before it would become accepted technology. ""Acceptance of new technologies always has a tipping point at which consumers believe that benefits outweigh concerns. ""With the right RFID approach and ongoing communication with consumers, the industry can reach this point."" He said that the survey also showed people would accept RFID if they felt that the technology could mean a reduction in car theft or faster recovery of stolen items. The tags are currently being used at one Tesco distribution centre in the UK - the tags allow the rapid inventory of bulk items. They are also in use as a passcard for the M6 Toll in the Midlands, in the UK. Mr Vetham said the majority of people surveyed (52%) believed that RFID tags could be read from a distance. He said that was a misconception based on a lack of awareness of the technology. At least once consumer group - Consumers Against Supermarket Privacy Invasion and Numbering (Caspian) - has claimed that RFID chips could be used to secretly identify people and the things they are carrying or wearing. All kinds of personal belongings, including clothes, could constantly broadcast messages about their whereabouts and their owners, it warned.
","Mr Vetham said the majority of people surveyed (52%) believed that RFID tags could be read from a distance.He said that the survey also showed people would accept RFID if they felt that the technology could mean a reduction in car theft or faster recovery of stolen items.Fifty nine percent of people said they were worried that RFID tags would allow data to be used more freely by third parties.Ard Jan Vetham, Capgemini's principal consultant on RFID, said the survey showed that retailers needed to inform and educate people about RFID before it would become accepted technology.More than half (55%) of the respondents said they were either concerned or very concerned that RFID tags would allow businesses to track consumers via product purchases.Consumers are very concerned about the use of radio frequency ID (RFID) tags in shops, a survey says.At least once consumer group - Consumers Against Supermarket Privacy Invasion and Numbering (Caspian) - has claimed that RFID chips could be used to secretly identify people and the things they are carrying or wearing.The survey showed that awareness of tags among consumers in Europe was low."
"Various standards and ways of getting TV signals to mobiles are being worked on globally. In Europe, trials in Berlin and Helsinki are making use of terrestrial TV masts to broadcast compressed signals to handsets with extra receivers. A service from the Norwegian Broadcasting Corporation lets people watch TV programmes on their mobiles 24 hours a day. The service uses 3GP technology, one of the standards for mobile TV. But at the end of 2004, the European Telecommunications Institute (Etsi) formally adopted Digital Video Broadcasting Handheld (DVB-H) as the mobile TV broadcasting standard for Europe. Operators will be working on the standard as a way to bring real-time broadcasts to mobiles, as well as trying to overcome several other barriers. The cost and infrastructure needs to set up the services will need to be addressed. Handsets also need to be able to work with the DVB-H standard. TV services will have to live up to the expectations of the digital TV generation too, which expects good quality images at low prices, according to analysts. People are also likely to be put off watching TV on such small screens, said Gartner. Digital video recorders, like Europe's Sky+ box, and video-on-demand services mean people have much more control over what TV they watch. As a result, people may see broadcasting straight to mobiles as taking away that control. More powerful smartphones like the XDA II, Nokia 6600, SonyEricsson P900 and the Orange E200, offering web access, text and multimedia messaging, e-mail, calendar and gaming are becoming increasingly common. A report by analysts InStat/MDR has predicted that smartphone shipments will grow by 44% over the next five years. It says that smartphones will make up 117 million out of 833 million handsets shipped globally by 2009.
","The service uses 3GP technology, one of the standards for mobile TV.A service from the Norwegian Broadcasting Corporation lets people watch TV programmes on their mobiles 24 hours a day.""Mobile phone music services must not be positioned to compete with the PC music experience as the handsets are not yet ready,"" said Thomas Husson, mobile analyst at Jupiter research.A separate study by Gartner has also said real-time TV broadcasts to mobiles is ""unlikely"" in Europe until 2007.Mobile TV will have to overcome several barriers before it is widely taken up though, said the report.Despite moves to bring music download services to mobiles, people do not want to trade multimedia services with size and battery life, said Jupiter.Various standards and ways of getting TV signals to mobiles are being worked on globally.But, the Gartner report on mobile TV broadcasting in Europe suggests direct broadcasting will have to wait.But at the end of 2004, the European Telecommunications Institute (Etsi) formally adopted Digital Video Broadcasting Handheld (DVB-H) as the mobile TV broadcasting standard for Europe.Digital video recorders, like Europe's Sky+ box, and video-on-demand services mean people have much more control over what TV they watch.In the US, services like TiVo To Go let people transfer pre-recorded TV content onto their phones.People are also likely to be put off watching TV on such small screens, said Gartner.TV services will have to live up to the expectations of the digital TV generation too, which expects good quality images at low prices, according to analysts."
"Mr Wong has been blind from the age of seven and he thinks that having a ""colour memory"" makes the software more useful than it would be to a scientist who had never had any vision. ""As the notes increase in pitch I know the colour's getting redder and redder, and in my mind's eye a patch of red appears."" The colour to music software has not yet been made available commercially, and Mr Wong believes that several people would have to work together to make it viable. But he hopes that one day it can be developed to give blind people access to photographs and other images.
","Mr Wong has been blind from the age of seven and he thinks that having a ""colour memory"" makes the software more useful than it would be to a scientist who had never had any vision.The colour to music software has not yet been made available commercially, and Mr Wong believes that several people would have to work together to make it viable.A blind student has developed software that turns colours into musical notes so that he can read weather maps.""For the sake of my own study - and for the sake of blind scientists generally - I felt it would be good to develop software that could help us to read colour images.""Mr Wong eventually hit upon the idea of translating individual colours into music, and enlisted the help of a computer graphics specialist and another student to do the programming work.To study ""space weather"" Mr Wong needed to explore minute fluctuations in order to create mathematical models.He tried a prototype version of the software to explore a photograph of a parrot."
"Apple also sent requested information from the Nfox.com, the internet service provider of PowerPage's publisher Jason O-Grady. As well as looking at how far corporations can go in preventing information from being published, the case will also examine whether online journalists have the same privileges and protections as those writing for newspapers and magazines. The EFF has gained some powerful allies in its legal battle with Apple, including Professor Tom Goldstein, former dean of the Journalism School at the University of California and Dan Gillmor, a well-known Silicon Valley journalist. Apple was not immediately available for comment.
","The EFF, representing the reporters, has asked California's Superior court to stop Apple pursuing the sources.The case began in December 2004 when Apple asked a local Californian court to get the journalists to reveal their sources for articles published on websites AppleInsider.com and PowerPage.org.Civil liberties group the Electronic Frontier Foundation (EFF) has joined a legal fight between three US online journalists and Apple.Apple is particularly keen to find the source for information about an unreleased product code-named Asteroid and has asked the journalists' e-mail providers to hand over communications relevant to that.""Rather than confronting the issue of reporter's privilege head-on, Apple is going to the journalist's ISPs for his e-mails,"" said EFF lawyer Kurt Opsahl.The EFF has gained some powerful allies in its legal battle with Apple, including Professor Tom Goldstein, former dean of the Journalism School at the University of California and Dan Gillmor, a well-known Silicon Valley journalist."
"""The shape of your ear causes differences in sound from one ear to the other. We are synthesising those differences."" Sonaptic hopes the technology will have a big impact in the growing market of mobile gaming and music downloading. ""Handhelds often have limitations - screens will be small by definition. ""If you want to get impact from media you are running - either a movie, a game or watching TV - if you want it to be more immersive then our technology can help."" A fishing game is the first title to use the technology, creating a 3D sound field while the gamer plays. Driving games and shoot 'em ups using the technology are in development. The technology can also be used for music - giving songs a much more expansive and immersive feel. Sonaptic offers its technology on a chip or in software and is about to release a new version which significantly improves the efficiency of the audio processing. ""It's important we only use 10 or 15% of the processor otherwise you won't be able to play a game on the handset,"" explained Mr Montieth. The company is now looking to the US and European markets, where it has been working with network Vodafone. ""We have focused first on Japan because it has a very advanced mobile phone market. ""We knew Japan would be the first place to have the handsets that could use our technology. ""There should be handsets out in the UK in the next six months.""
","""The technology has been around on PCs and games consoles for some time but what we are doing is making it more efficient so it can go on a small consumer device like a mobile phone,"" said Mr Monteith.A fishing game is the first title to use the technology, creating a 3D sound field while the gamer plays.Sonaptic has been working with Japanese mobile network NTT DoCoMo to set standards for 3D audio on mobile phones.""Your brain uses certain bits of information which we are effectively synthesising on a mobile phone handset.""Mr Montieth says: ""If the sound is off to one side it will get to one ear before the other - if it is on the right it has to bend around your head to get to your left ear.Firms AM3D and SRS both offer stereo-widening technology for mobile phones.Sonaptic hopes the technology will have a big impact in the growing market of mobile gaming and music downloading.""We have focused first on Japan because it has a very advanced mobile phone market.""We knew Japan would be the first place to have the handsets that could use our technology.British firm Sonaptic is one of a number of companies to have developed 3D audio technology that emerges from stereo speakers.The surround sound demo is unremarkable when heard on a multi-speaker home cinema system but startling when emerging from a small mobile phone.The structure of the ear works as a 3D encoder for sound - helping the brain understand from where sound is emanating.""There are quite a few basic technologies out there, making the sound seem a bit bigger, headphones a bit nicer."
"""Ultimately, we see RipGuard DVD... evolving beyond anti-piracy, and towards enablement of legitimate online transactions, interoperability in tomorrow's digital home, and the upcoming high-definition formats,"" said Steve Weinstein, executive vice president and general manager of Macrovision's Entertainment Technologies Group. Macrovision said RipGuard would also prevent against ""rent, rip and return"" - where people would rent a DVD, copy it and then return the original. RipGuard is expected to be rolled out on DVDs from the middle of 2005, the company said. The new system works specifically to block most ripping programs - if used, those programs will now most likely crash, the company said. Macrovision has said that Rip Guard can be updated if hackers find a way around the new anti-copying measures.
","Macrovision says its new RipGuard technology will thwart most, but not all, of the current DVD ripping (copying) programs used to pirate DVDs.Macrovision said the new technology will work in ""nearly all"" current DVD players when applied to the discs, but it did not specify how many machines could have a problem with RipGuard.Macrovision said RipGuard would also prevent against ""rent, rip and return"" - where people would rent a DVD, copy it and then return the original.DVDs will be harder to copy thanks to new anti-piracy measures devised by copy protection firm Macrovision.""RipGuard is designed to... reduce DVD ripping and the resulting supply of illegal peer to peer,"" said the firm.The new system works specifically to block most ripping programs - if used, those programs will now most likely crash, the company said."
"Of the 22 million Americans who own MP3 players, 59% are men compared to 41% of women. Those on high income - judged to be $75,000 (£39,000) or above - are four times more likely to have players than those earning less than $30, 000 ( £15,000). Broadband access plays a big part in ownership too. Almost a quarter of those with broadband at home have players, compared to 9% of those who have dial-up access. MP3 players are still the gadget of choice for younger adults. Almost one in five US citizens aged under 30 have one. This compares to 14% of those aged 30-39 and 14% of those aged 40-48. The influence of children also plays a part. Sixteen percent of parents living with children under 18 have digital players compared to 9% of those who don't. The ease of use and growth of music available on the net are the main factors for the upsurge in ownership, the survey found. People are beginning to use them as instruments of social activity - sharing songs and taking part in podcasting - the survey found. ""IPods and MP3 players are becoming a mainstream technology for consumers"" said Lee Rainie, director of the Pew Internet and American Life Project. ""More growth in the market is inevitable as new devices become available, as new players enter the market, and as new social uses for iPods/MP3 players become popular,"" he added.
","One in 10 adult Americans - equivalent to 22 million people - owns an MP3 player, according to a survey.A study by the Pew Internet and American Life Project found that MP3 players are the gadget of choice among affluent young Americans.The survey did not interview teenagers but it is likely that millions of under-18s also have MP3 players.MP3 players are still the gadget of choice for younger adults.Of the 22 million Americans who own MP3 players, 59% are men compared to 41% of women.""IPods and MP3 players are becoming a mainstream technology for consumers"" said Lee Rainie, director of the Pew Internet and American Life Project.The American love affair with digital music players has been made possible as more and more homes get broadband."
"Other found themselves tied into 12-month contracts. Broadband has become hugely competitive and providers are desperate to hold on to customers. 12% of those surveyed found themselves unable to swap at all. ""We discovered a huge variety of problems, but one of the biggest issues is the current supplier withholding the information that people need to give to their new supplier,"" said Tim Danton, editor of PC Pro. ""This breaks the code of practice, but because that code is voluntary there's nothing we or Ofcom can do to help,"" he said. There is a vast choice of internet service providers in the UK now and an often bewildering array of broadband packages. With prices set to drop even further in coming months Mr Danton advises everyone to shop around carefully. ""If you just stick with your current connection then there's every chance you're being ripped off,"" he warned.
","Every month the prices drop, and more and more people are trying to switch,"" he said.""We discovered a huge variety of problems, but one of the biggest issues is the current supplier withholding the information that people need to give to their new supplier,"" said Tim Danton, editor of PC Pro.A third of the 2,000 broadband users interviewed were fed up with their current providers but this could be just the tip of the iceberg thinks Tim Danton, editor of PC Pro Magazine.A survey conducted by PC Pro Magazine has revealed that many Britons are unhappy with their internet service.With prices set to drop even further in coming months Mr Danton advises everyone to shop around carefully.The survey found that BT and Tiscali have been actively dissuading customers from leaving by offering them a lower price when they phone up to cancel their subscription.It is particularly bad news for BT, the UK's biggest internet supplier, with almost three times as many people trying to leave as joining."
"Telecommunications firms and chip makers would prefer to use silicon for these light-moving elements because it is cheap and many of the problems of using it in high-volume manufacturing have been solved. ""We're trying to take our silicon competency in manufacturing and apply it to new areas,"" said Dr Paniccia. While work has been done to make some of the components that can move light around, before now silicon has not successfully been used to generate or amplify the laser light pulses used to send data over long distances. This is despite the fact that silicon is a much better amplifier of light pulses than the form of the material used in fibre optic cables. This improved amplification is due to the crystalline structure of the silicon used to make computer chips. Dr Paniccia said that the structure of silicon meant that when laser light passed through it, some colliding photons rip electrons off the atoms within the material. ""It creates a cloud of electrons sitting in the silicon and that absorbs all the light,"" he said. But the Intel researchers have found a way to suck away these errant electrons and turn silicon into a material that can both generate and amplify laser light. Even better, the laser light produced in this way can, with the help of easy-to-make filters, be tuned across a very wide range of frequencies. Semi-conductor lasers made before now have only produced light in a narrow frequency ranges. The result could be the close integration of the fibre optic cables that carry data as light with the computer chips that process it. Dr Paniccia said the work was the one of several steps needed if silicon was to be used to make components that could carry and process light in the form of data pulses. ""It's a technical validation that it can work,"" he said.
","While work has been done to make some of the components that can move light around, before now silicon has not successfully been used to generate or amplify the laser light pulses used to send data over long distances.Dr Paniccia said the work was the one of several steps needed if silicon was to be used to make components that could carry and process light in the form of data pulses.Dr Paniccia said that the structure of silicon meant that when laser light passed through it, some colliding photons rip electrons off the atoms within the material.Scientists at Intel have overcome a fundamental problem that before now has prevented silicon being used to generate and amplify laser light.But the Intel researchers have found a way to suck away these errant electrons and turn silicon into a material that can both generate and amplify laser light.""It creates a cloud of electrons sitting in the silicon and that absorbs all the light,"" he said.Currently, says Dr Paniccia, telecommunications equipment that amplifies the laser light that travels down fibre optic cables is very expensive because of the exotic materials, such as gallium arsenide, used to make it.This is despite the fact that silicon is a much better amplifier of light pulses than the form of the material used in fibre optic cables."
"Hugo Lueders, European director for public policy at CompTIA, an umbrella organization for technology companies, said only when intellectual property was adequately protected would European inventors prosper. He said the benefits of the bill had been obscured by special interest groups which muddied debate over the rights and wrongs of software patents. Other proponents of the bill said it was a good compromise that avoided the excesses of the American system which allows the patenting of business practices as well as software. But opponents of the bill said that it could stifle innovation, be abused by firms keen to protect existing monopolies and could hamper the growth of the open source movement. The proposed law had a troubled passage through the European parliament. Its progress was delayed twice when Polish MEPs rejected plans to adopt it. Also earlier this month the influential European Legal Affairs Committee (JURI) said the law should be re-drafted after it failed to win the support of MEPs. To become law both the European Parliament and a qualified majority of EU states have to approve of the draft wording of the bill. The latest rejection means that now the bill on computer inventions must go back to the EU for re-consideration.
",The European Parliament has thrown out a bill that would have allowed software to be patented.To become law both the European Parliament and a qualified majority of EU states have to approve of the draft wording of the bill.During consultation the software patents bill could be substantially re-drafted or even scrapped.Politicians unanimously rejected the bill and now it must go through another round of consultation if it is to have a chance of becoming law.Other proponents of the bill said it was a good compromise that avoided the excesses of the American system which allows the patenting of business practices as well as software.He said the benefits of the bill had been obscured by special interest groups which muddied debate over the rights and wrongs of software patents.
"In 2004 IBM said it had seen double digit growth in the number of customers using Linux to help staff work together more closely. The money will be used to help this push towards greater collaboration and will add Linux-based elements to IBM's Workplace software. Workplace is a suite of programs and tools that allow workers to get at core business applications no matter what device they use to connect to corporate networks. One of the main focuses of the initiative will be to make it easier to use Linux-based desktop computers and mobile devices with Workplace. Even before IBM announced this latest spending boost it was one of the biggest advocates of the open source way of working. In 2001 it put $300m into a three-year Linux program and has produced Linux versions of many of its programs. Linux and the open source software movement are based on the premise that developers should be free to tinker with the core components of software programs. They reason that more open scrutiny of software produces better programs and fuels innovation.
","IBM said it had taken the step in response to greater customer demand for the open source software.Linux and the open source software movement are based on the premise that developers should be free to tinker with the core components of software programs.IBM is spending $100m (£52m) over the next three years beefing up its commitment to Linux software.IBM said the money will fund a variety of technical, research and marketing initiatives to boost Linux use.The cash injection will be used to help its customers use Linux on every type of device from handheld computers and phones right up to powerful servers."
